Season,TeamA,TeamB,Target,Split,WinPct_diff,AvgScore_diff,AvgOppScore_diff,TotalScore_diff,TrueMarginAvg_diff,ScoreVariance_diff,OTRate_diff,AvgOT_diff,MultiOTRate_diff,CloseWinPct_diff,CloseGamesCount_diff,NetRtg_diff,eFG_diff,TOVpct_diff,ORBpct_diff,FTr_vs_OppAllowed_diff,StlPct_diff,BlkPct_diff,WinPct_last7_diff,WinPct_last10_diff,WinPct_last14_diff,WinPct_last21_diff,Margin_last7_diff,Margin_last10_diff,Margin_last14_diff,Margin_last21_diff,DaysSinceLastGame_diff,GamesLast7Days_diff,GamesLast14Days_diff,B2B_Last14Days_diff,SeedNum_diff,ConfStrength_diff,ConfWinPct_diff,ConfTeamCount_diff,ConfBidCount_diff,ConfTourneyGamesPlayed_diff,ConfTourneyWinPct_diff,ConfTourneyChampion_diff,DaysSinceConfFinal_diff,Heavy_Favorite,Toss_Up,TeamA_Is_Favorite,TeamA_Is_Underdog,TeamA_Seed_Top4,TeamA_Seed_Mid,TeamA_Seed_Low,TeamA_Is_11_12_vs_5_6,TeamA_Is_5_6_vs_11_12,Round_Num,Is_FirstWeekend,Is_SecondWeekend,Is_FinalWeekend
2016,3308,3113,0,Train,0.05069124423963134,5.35138248847926,5.645161290322584,10.99654377880185,-0.3333870967741941,-0.21679462036269825,-0.02880184331797235,-0.02880184331797235,-0.0,-0.0,0,-1.7762973167982086,0.021504700780917818,-0.005433491624824843,-0.06902654930245367,-0.05803970573694722,0.001665846305380858,0.020572770701725765,-0.0,0.09999999999999998,0.07142857142857151,-0.09523809523809523,-1.9614285714285726,5.4270000000000005,1.7664285714285715,-2.2071428571428573,-4.0,0,-1,-2,13.0,-13.139720631115942,-0.21073195179146237,-4,-4.0,1.0,1.0,1,-8.0,0,0,0,1,0,0,1,0,0,1,1,0,0
2012,3361,3261,0,Train,0.11895161290322576,3.9868951612903203,1.1602822580645196,5.147177419354833,2.6359979838709684,-3.470810063759844,-0.03024193548387097,-0.03024193548387097,-0.0,-0.0888888888888889,-6,4.883112246327428,-0.039098264700705376,-0.07503250303053552,0.02597335817787383,-0.2335852911766709,0.008836664719198695,0.006895867799488101,-0.0,-0.0,0.2142857142857142,0.19047619047619047,8.39,8.065,11.123571428571429,6.22904761904762,-0.0,0,-1,0,7.0,-11.198282487027724,-0.18099550980033258,-4,-7.0,-0.0,0.33333333333333337,1,-6.0,0,0,0,1,0,0,1,1,0,2,1,0,0
2023,3400,3187,1,Val,0.016544117647058876,9.97977941176471,1.5,11.479779411764696,8.195386029411765,4.204609044418223,-0.09375,-0.15625,-0.03125,-0.12878787878787884,-1,11.744880925062606,0.07145169102399745,-0.014343364772173739,0.050193210073422534,-0.10999214051926953,-0.0511032708102596,0.024516527690071455,-0.1428571428571428,0.0,0.1428571428571428,0.09523809523809523,5.142857142857143,5.154,7.109999999999999,7.241904761904762,0.0,0,1,1,-9.0,2.6141205734643282,0.05939258908808398,-1,4.0,0.0,-0.33333333333333337,-1,-3.0,1,0,1,0,1,0,0,0,0,2,1,0,0
2019,3283,3177,1,Train,-0.06912878787878785,-7.962121212121218,-9.392045454545453,-17.354166666666657,2.656231060606059,-2.25656695184567,-0.02840909090909091,-0.02840909090909091,0.0,-0.2121212121212121,2,2.6099137410024937,-0.04123506383610159,0.002923517452257468,0.021455060442716944,0.08400426536795513,0.011811588455233973,0.02860494551760041,-0.1428571428571429,-0.19999999999999996,0.0,0.09523809523809523,1.7799999999999994,1.2460000000000004,7.065714285714288,7.238095238095239,0.0,0,0,0,5.0,-6.693344986480549,-0.06885954933090638,0,0.0,0.0,0.0,0,-5.0,0,0,0,1,0,0,1,1,0,2,1,0,0
2017,3411,3124,0,Train,-0.19941348973607032,-27.023460410557192,0.9071358748778096,-26.116324535679368,-25.606109481915936,-12.714420099812768,0.12903225806451613,0.12903225806451613,-0.0,-0.02857142857142858,9,-36.36771392520397,-0.09090860390714495,0.09200490585767679,-0.10023051390142956,0.060895919038241736,0.0393397328406031,-0.05452464575101596,-0.0,-0.09999999999999998,-0.1428571428571429,-0.1428571428571428,-12.104285714285712,-14.773,-15.837857142857144,-23.18142857142857,-0.0,0,1,0,15.0,-16.152218735545564,-0.21277184537906324,0,-5.0,-0.0,0.33333333333333337,1,-5.0,0,0,0,1,0,0,1,0,0,2,1,0,0
2022,3314,3376,0,Train,-0.14238042269187978,2.364849833147943,3.6329254727474947,5.997775305895431,-0.7390545050055657,7.828141133674695,0.03670745272525028,0.03670745272525028,-0.0,-0.015873015873015817,2,-4.67714371323887,-0.027586020303236536,-0.017816484360470314,-0.09714539045024806,-0.02563394739577035,0.03325467810139349,-0.06480474645740934,-0.1428571428571429,-0.19999999999999996,-0.2857142857142857,-0.19047619047619047,-8.637142857142857,-8.645999999999999,-12.571428571428571,-3.3552380952380965,4.0,-1,-1,-1,4.0,-1.5810768900718601,-0.03121762728269961,1,-0.0,-2.0,-0.6666666666666666,0,2.0,0,0,0,1,0,1,0,0,0,4,0,1,0
2025,3193,3243,0,Test,0.08308895405669603,-7.079178885630498,-4.287390029325515,-11.366568914956005,-1.033020527859236,-5.202415298056376,-0.030303030303030304,-0.030303030303030304,-0.0,-0.0,2,-3.0911440066294915,-0.019401845291629916,0.01424868543054622,-0.01327938521809574,-0.06631210528010296,0.00029788851528220195,-0.024338638367864977,0.2857142857142857,0.30000000000000004,0.2857142857142857,0.19047619047619047,0.7528571428571453,7.427,9.766428571428571,9.545714285714286,-0.0,0,0,1,7.0,-13.247363869721905,-0.1642590164490384,-3,-6.0,1.0,0.5,1,-8.0,0,0,0,1,0,0,1,1,0,2,1,0,0
2011,3323,3396,1,Train,0.045943304007820096,9.594330400782013,-0.6627565982404704,8.93157380254155,9.019227761485826,3.9865279815006183,0.030303030303030304,0.06060606060606061,0.030303030303030304,-0.16346153846153844,-5,12.579505620020765,0.036249289574033006,0.03534958989377204,0.07227591253451487,0.20576615799443615,0.04305064418678439,0.001494527635032189,-0.1428571428571428,-0.09999999999999998,-0.07142857142857151,0.0,-9.609999999999996,-5.626999999999997,-3.837857142857146,3.086190476190474,0.0,1,1,2,-8.0,5.930946103242217,0.0672321639124498,2,6.0,1.0,0.16666666666666663,0,-2.0,1,0,1,0,1,0,0,0,0,2,1,0,0
2011,3390,3211,1,Train,0.06451612903225801,-5.225806451612897,-6.70967741935484,-11.935483870967744,0.9293548387096813,0.5500947476045468,0.03225806451612903,0.03225806451612903,0.0,0.14285714285714285,0,4.606782002097141,0.010537465285417214,0.021261902862723087,-0.0022054858004338374,0.14063518526248758,-0.04545767990782294,0.0043993491961437994,0.0,0.0,0.0,0.04761904761904767,-7.532857142857143,-3.3729999999999976,-0.17571428571428527,2.2033333333333402,0.0,0,-1,-1,-10.0,4.8197434454342325,0.07402513038338565,2,2.0,0.0,0.0,0,-5.0,1,0,1,0,1,0,0,0,0,5,0,0,1
2014,3336,3390,0,Train,-0.14762931034482762,-1.697198275862064,6.90625,5.209051724137936,-9.609903017241379,2.9058748883374363,-0.0,-0.0,-0.0,0.16666666666666663,1,-14.02885488778448,-0.07734113274874344,0.026079099149873386,0.0023546275657042037,0.02292540452122828,0.030127971450014265,0.009559298900210567,-0.2857142857142857,-0.09999999999999998,-0.1428571428571429,-0.1428571428571428,-11.324285714285713,-7.173000000000002,-7.623571428571429,-9.74904761904762,5.0,0,-2,-2,1.0,4.508965775963648,0.053963643437315856,0,-0.0,-1.0,-0.5,0,1.0,0,1,0,1,1,0,0,0,0,4,0,1,0
2015,3393,3376,0,Train,-0.23750000000000004,-6.064583333333331,7.837499999999999,1.7729166666666742,-13.949833333333336,-4.573365450449987,-0.0,-0.0,-0.0,-0.4166666666666667,1,-20.32741076374529,-0.09257968116794546,-0.012022648920882867,-0.046621767747511755,-0.07293956688061201,0.02681322270469924,-0.02616740258904396,-0.0,-0.10000000000000009,-0.0714285714285714,-0.23809523809523814,-8.142857142857142,-9.2,-10.357142857142858,-14.043809523809525,6.0,-2,-3,-1,7.0,1.2754377373523527,0.012279454416551094,1,1.0,-2.0,-1.0,-1,3.0,0,0,0,1,0,1,0,0,0,2,1,0,0
2011,3216,3163,0,Train,-0.4384469696969697,-20.415719696969703,6.999053030303031,-13.416666666666671,-25.846619318181816,-0.9770689298628099,0.03125,0.0625,0.03125,-0.08333333333333326,6,-40.23584101544276,-0.11945502228218391,0.013644583906325752,-0.1014972746147767,-0.12187543037309924,-0.025809067385687542,-0.03875202977488748,-0.1428571428571429,-0.09999999999999998,-0.2857142857142857,-0.23809523809523803,-14.219999999999997,-11.553999999999998,-17.252857142857142,-16.61904761904762,5.0,-1,-2,-1,15.0,-13.664874103359157,-0.172341488538652,-7,-8.0,-0.0,-0.0,0,-4.0,0,0,0,1,0,0,1,0,0,2,1,0,0
2015,3304,3393,0,Train,-0.022580645161290325,-2.4021505376344123,0.1483870967741936,-2.253763440860226,-2.3410537634408586,0.532746868644205,0.03225806451612903,0.03225806451612903,-0.0,0.2,6,-4.129520552050527,0.02668651617562795,0.0033887275694328423,-0.09716723014674389,0.03520223990749939,-0.06941229802469956,-0.03178890704140544,-0.2857142857142857,-0.19999999999999996,-0.2142857142857143,-0.04761904761904756,-5.104285714285713,-2.273,-3.4807142857142854,-2.3461904761904773,-6.0,2,2,0,1.0,-1.5882309783408717,-0.03054951166742037,-1,-1.0,1.0,0.5,0,-1.0,0,1,0,1,0,1,0,0,0,1,1,0,0
2015,3268,3397,1,Train,0.09375,8.4375,5.53125,13.96875,2.9062499999999982,1.192436389569675,0.0,0.0,0.0,0.15873015873015872,-2,3.9003980720722105,0.03960785443199699,0.0028009931554886514,0.029828166659886357,-0.039705056302153444,-0.007584236184784043,-0.009474428787674558,0.1428571428571429,0.09999999999999998,0.1428571428571429,0.09523809523809523,-0.5057142857142836,-1.6999999999999993,2.7142857142857153,5.402857142857144,0.0,0,0,0,-1.0,-2.4941262708245215,-0.04548779918635304,0,0.0,0.0,0.33333333333333337,1,0.0,0,1,1,0,1,0,0,0,0,5,0,0,1
2015,3343,3453,1,Train,0.12903225806451613,6.090322580645164,-4.906451612903226,1.1838709677419388,11.57593548387097,-2.437053112121255,-0.0967741935483871,-0.12903225806451613,-0.03225806451612903,-0.09999999999999998,-6,14.93651827074601,0.04465081859596143,0.00492119729197274,0.036735889472975125,0.055064409386676776,-0.007761858340703906,0.029276269087301007,0.0,0.0,0.0714285714285714,0.09523809523809523,-0.6485714285714295,3.3460000000000036,6.747142857142855,11.935714285714287,1.0,0,1,1,-1.0,-0.3225908529566066,0.01761820474080128,-1,0.0,-3.0,-0.5,-1,6.0,0,1,1,0,0,1,0,0,0,2,1,0,0
2018,3212,3124,0,Train,-0.375,-19.5625,11.21875,-8.34375,-29.34875,-1.8576694616515255,0.0625,0.0625,-0.0,0.04705882352941182,12,-41.711666045517916,-0.10825468374507896,0.04929666724293566,-0.12565882752294066,-0.07964156520834323,0.06200009689258833,-0.04010323688082932,-0.1428571428571429,-0.19999999999999996,-0.2142857142857143,-0.2857142857142857,-26.02714285714286,-23.173000000000002,-19.700714285714284,-25.272857142857145,-0.0,0,1,0,13.0,-12.561277965445946,-0.1726233022974773,0,-3.0,-0.0,-0.0,0,-5.0,0,0,0,1,0,0,1,0,0,1,1,0,0
2018,3203,3326,0,Train,-0.22443181818181823,-24.964962121212125,-13.557765151515156,-38.52272727272728,-11.423475378787879,-2.140448847920144,-0.02840909090909091,-0.02840909090909091,-0.0,0.1785714285714286,1,-13.978721569508735,-0.07694094273693286,0.01891681744762516,-0.06219363818658563,-0.023176905434925867,0.009274857808018483,-0.013825731251056309,-0.0,-0.09999999999999998,-0.0,-0.09523809523809523,-10.208571428571428,-11.799999999999999,-5.604285714285714,-6.260000000000002,-0.0,1,1,0,11.0,-6.339866910299361,-0.09587181218855306,0,-4.0,1.0,-0.0,0,-0.0,0,0,0,1,0,0,1,0,0,2,1,0,0
2018,3113,3400,0,Train,-0.17613636363636365,-12.96117424242425,-6.901515151515149,-19.86268939393939,-6.0325284090909115,0.4251654623306642,-0.0,-0.0,-0.0,0.015873015873015872,2,-6.4986554185285055,-0.02034873569119372,-0.008931637937390074,-0.03206472084192186,0.07905866526023286,-0.009245760801516359,-0.023029039608891234,-0.2857142857142857,-0.30000000000000004,-0.2857142857142857,-0.19047619047619047,-2.2857142857142865,-5.199999999999999,-9.461428571428574,-4.904761904761904,-0.0,0,1,2,5.0,-0.4012154279551492,0.0067765734511463505,2,2.0,-0.0,-0.0,0,2.0,0,0,0,1,0,1,0,0,0,3,0,1,0
2014,3404,3314,0,Train,0.04692082111436946,3.915933528836746,5.8729227761485845,9.788856304985359,-0.7415347018572831,-4.464866269198474,0.0019550342130987275,0.0019550342130987275,-0.0,-0.011363636363636354,-3,-2.195750168839936,0.0281961469635571,-0.04319577811248479,-0.10264161362064939,0.05026173152559844,-0.00955725283045819,-0.025288070922749387,0.1428571428571428,0.20000000000000007,0.2857142857142857,0.09523809523809523,27.18142857142857,21.480999999999995,20.024999999999995,12.649999999999997,-0.0,-2,-2,0,9.0,-14.765320011382673,-0.2091115983983059,-3,-7.0,-1.0,0.33333333333333337,1,-0.0,0,0,0,1,0,0,1,0,0,2,1,0,0
2011,3328,3323,0,Train,-0.13162878787878785,-1.9753787878787818,11.164772727272727,9.189393939393938,-12.988219696969699,-1.8510458149940376,0.0009469696969696961,-0.029356060606060608,-0.030303030303030304,0.1964285714285714,6,-19.058178642538934,-0.028224732805087638,-0.01785484697569087,-0.097079318864839,-0.18834456728426746,-0.07199924961751591,-0.025382230490699383,-0.28571428571428575,-0.30000000000000004,-0.3571428571428571,-0.2857142857142857,-7.961428571428572,-13.373,-16.090714285714284,-16.133809523809525,1.0,0,0,-2,4.0,3.4761418083372986,0.04305524584066389,-4,-2.0,-1.0,-0.16666666666666663,0,-3.0,0,0,0,1,0,1,0,0,0,3,0,1,0
2025,3326,3286,1,Test,-0.10322580645161283,6.960215053763434,6.7978494623655905,13.758064516129025,-0.22579569892473117,6.584933247788991,0.06774193548387097,0.06774193548387097,0.0,-0.023809523809523725,5,-1.9102917063128153,0.009964108071827182,-0.03433083977900786,-0.022428972203040576,0.010214326358109892,-0.03774399546952953,0.0026159504302445194,-0.1428571428571428,-0.30000000000000004,-0.2857142857142857,-0.19047619047619047,-13.247142857142855,-15.126999999999999,-15.12357142857143,-7.701428571428572,0.0,0,-1,-3,-9.0,12.812242804616208,0.17969437589644677,8,11.0,-1.0,-0.5,-1,4.0,1,0,1,0,1,0,0,0,0,2,1,0,0
2015,3129,3397,0,Train,-0.17708333333333337,-1.0812499999999972,7.424999999999997,6.34375,-7.9690625,-3.5755323862942685,0.1,0.1,-0.0,-0.1388888888888889,3,-11.96754039046131,0.004117591058021286,0.029750108762661598,-0.011413974395420856,-0.14524139407301187,-0.021781704458189,0.004240303745651347,-0.1428571428571428,-0.20000000000000007,-0.2142857142857142,-0.23809523809523814,-9.79142857142857,-10.6,-5.2142857142857135,-4.3809523809523805,1.0,0,0,0,13.0,-10.71552272730349,-0.1581804925700922,-3,-6.0,-0.0,0.33333333333333337,1,-5.0,0,0,0,1,0,0,1,0,0,2,1,0,0
2022,3116,3428,0,Train,-0.06451612903225801,-2.2903225806451672,-2.161290322580655,-4.451612903225822,-0.31387096774193424,-0.7968561600630011,-0.0,-0.0,-0.0,-0.09401709401709402,4,-0.4602215811380024,-0.03172777439762581,-0.03840204439993833,-0.09998031046340014,-0.005385554271443542,0.004018895963255192,0.026695538101257833,-0.28571428571428575,-0.29999999999999993,-0.2142857142857143,-0.09523809523809523,-1.0771428571428574,-2.154,0.9614285714285717,1.2766666666666673,-1.0,-1,0,-1,3.0,2.777324134145071,0.054420440538470394,2,2.0,-2.0,-0.25,0,2.0,0,1,0,1,0,1,0,0,0,2,1,0,0
2015,3181,3268,0,Train,-0.26008064516129037,-9.444556451612897,-1.7772177419354804,-11.221774193548384,-7.684667338709676,-0.14541653892914397,0.03225806451612903,0.03225806451612903,-0.0,-0.2142857142857143,5,-10.563618389365613,-0.03189565637437447,0.03457438950319647,-0.004297022411240692,0.026377800734109627,0.004894684939333538,0.044730813101984616,-0.4285714285714286,-0.30000000000000004,-0.2857142857142857,-0.2857142857142857,-9.324285714285715,-6.127,-6.3050000000000015,-8.866190476190477,-0.0,0,-1,-1,3.0,2.7346038855530876,0.052168618367172126,1,1.0,-1.0,-0.5,-1,1.0,0,1,0,1,1,0,0,0,0,4,0,1,0
2011,3314,3201,1,Train,-0.016544117647058876,1.786764705882348,-4.086397058823529,-2.299632352941188,4.524926470588234,7.160809317002011,-0.0625,-0.125,-0.03125,-0.05555555555555558,-1,6.252330746307955,-0.02856438134576128,-0.0015372602401318158,0.03258590883821605,0.11494014937265269,-0.026576529355787137,0.054915971344770304,-0.5714285714285714,-0.4,-0.3571428571428572,-0.19047619047619047,-17.81857142857143,-15.273,-15.733571428571427,-10.727142857142857,6.0,-1,0,2,-7.0,11.32799964443994,0.14504056170680701,3,4.0,2.0,-0.25,-1,6.0,0,0,1,0,0,1,0,0,1,1,1,0,0
2018,3251,3397,0,Train,-0.06451612903225801,-14.032258064516128,-9.903225806451616,-23.935483870967744,-2.6503225806451596,-2.3075431151071335,-0.06451612903225806,-0.06451612903225806,-0.0,-0.016666666666666607,2,-2.4016461312416926,-0.009166421594231533,0.017006110546213593,0.0419032649397067,-0.23431786239153818,0.006057244037084408,-0.0021995552104795008,0.2857142857142857,0.20000000000000007,0.2857142857142857,0.1428571428571428,13.609999999999998,10.527000000000001,11.519285714285715,6.9176190476190484,-0.0,0,0,1,11.0,-13.816402923756083,-0.173761121515571,-4,-6.0,1.0,0.5,1,-9.0,0,0,0,1,0,0,1,0,0,1,1,0,0
2025,3257,3395,0,Test,-0.2343453510436433,-5.394686907020883,9.996204933586341,4.601518026565458,-13.70559772296015,-1.223487246049416,0.0967741935483871,0.0967741935483871,-0.0,0.030303030303030276,1,-22.425046039764766,-0.07140378491450666,0.029652255882255146,0.042214478703509195,-0.03832749687366465,0.035052255676125466,-0.05892333646241019,-0.2857142857142857,-0.20000000000000007,-0.1428571428571428,-0.1428571428571429,-9.104285714285714,-11.373000000000001,-8.695,-8.536666666666669,-0.0,0,0,-1,5.0,0.5008501623033412,0.009228649417608925,2,1.0,-1.0,-0.5,-1,2.0,0,0,0,1,0,1,0,0,0,3,0,1,0
2021,3163,3219,1,Train,0.1907692307692307,10.30923076923078,-11.287692307692303,-0.9784615384615449,22.478461538461538,-0.10470583802859323,0.04,0.04,0.0,-0.09523809523809523,-2,29.25341968971631,0.048823595739006964,-0.0033172083104958117,0.16749633337736758,0.07014567490859465,0.07179467376148826,0.037626654985755084,0.1428571428571429,0.19999999999999996,0.07142857142857151,0.09523809523809523,25.482857142857146,17.346000000000004,15.780000000000003,18.68857142857143,-2.0,1,3,2,-15.0,0.6705957868120533,0.03603865656934713,0,1.0,1.0,0.0,0,3.0,1,0,1,0,1,0,0,0,0,1,1,0,0
2014,3177,3328,1,Train,0.25568181818181823,6.946022727272734,2.7329545454545467,9.67897727272728,4.598323863636365,-6.55035766047922,-0.09375,-0.09375,0.0,0.0,-7,4.801849002556448,0.022869008449805994,-0.027046881040522497,0.03458213212072614,-0.022654211062267563,0.04154244819478603,-0.012674728809642384,0.42857142857142855,0.4,0.4285714285714286,0.33333333333333326,13.494285714285713,15.046,14.39,8.739999999999998,-4.0,1,1,-1,-3.0,-7.4531446561901555,-0.08569091452155975,0,-4.0,2.0,1.0,1,-3.0,0,1,1,0,0,1,0,0,0,1,1,0,0
2025,3286,3326,0,Test,0.10322580645161283,-6.960215053763434,-6.7978494623655905,-13.758064516129025,0.22579569892473117,-6.584933247788991,-0.06774193548387097,-0.06774193548387097,-0.0,0.023809523809523725,-5,1.9102917063128153,-0.009964108071827182,0.03433083977900786,0.022428972203040576,-0.010214326358109892,0.03774399546952953,-0.0026159504302445194,0.1428571428571428,0.30000000000000004,0.2857142857142857,0.19047619047619047,13.247142857142855,15.126999999999999,15.12357142857143,7.701428571428572,-0.0,0,1,3,9.0,-12.812242804616208,-0.17969437589644677,-8,-11.0,1.0,0.5,1,-4.0,0,0,0,1,0,0,1,0,0,2,1,0,0
