Season,TeamA,TeamB,Target,Split,WinPct_diff,AvgScore_diff,AvgOppScore_diff,TotalScore_diff,TrueMarginAvg_diff,ScoreVariance_diff,OTRate_diff,AvgOT_diff,MultiOTRate_diff,CloseWinPct_diff,CloseGamesCount_diff,NetRtg_diff,eFG_diff,TOVpct_diff,ORBpct_diff,FTr_diff,FTr_vs_OppAllowed_diff,StlPct_diff,BlkPct_diff,WinPct_last7_diff,WinPct_last10_diff,WinPct_last14_diff,WinPct_last21_diff,Margin_last7_diff,Margin_last10_diff,Margin_last14_diff,Margin_last21_diff,DaysSinceLastGame_diff,GamesLast7Days_diff,GamesLast14Days_diff,B2B_Last14Days_diff,SeedNum_diff,ConfStrength_diff,ConfWinPct_diff,ConfTeamCount_diff,ConfBidCount_diff,ConfTourneyGamesPlayed_diff,ConfTourneyWinPct_diff,ConfTourneyChampion_diff,DaysSinceConfFinal_diff,CoachTenureYears_diff,ProgramAge_diff,MasseyPct_diff,MasseyAvgRank_diff,Heavy_Favorite,Toss_Up,TeamA_Is_Favorite,TeamA_Is_Underdog,TeamA_Seed_Top4,TeamA_Seed_Mid,TeamA_Seed_Low,TeamA_Is_11_12_vs_5_6,TeamA_Is_5_6_vs_11_12,Round_Num,Is_FirstWeekend,Is_SecondWeekend,Is_FinalWeekend
2019,1403,1276,1,Train,-0.011029411764705843,2.711397058823536,0.722426470588232,3.433823529411768,1.5571139705882366,2.9011827344159915,0.0,0.0,0.0,0.16666666666666663,-1,2.5732142377539233,0.016227175861706078,0.04253510234117684,0.04003105541432772,0.06885019958160588,-0.06284179596668069,0.013856932335932659,0.008069292714444065,0.2857142857142857,0.20000000000000007,0.0714285714285714,0.0,5.934285714285714,6.4,1.0385714285714283,-0.7490476190476176,4.0,-1,0,0,1.0,-1.204570346620594,0.00697149019018084,-4,-2.0,-2.0,-0.6666666666666666,0,3.0,-9,0,-0.005681818181818121,2.5999999999999996,0,1,0,1,1,0,0,0,0,3,0,1,0
2009,1437,1181,1,Train,-0.035650623885918,-1.4839572192513373,1.382352941176464,-0.10160427807488759,-3.244224598930481,-2.8042439154504972,0.0008912655971479513,0.0008912655971479513,0.0,0.06493506493506496,-3,-3.1722447619231264,0.0023422523701067677,0.015565436807443656,-0.02297760157173856,0.0027823395526524464,-0.07040858114340397,-0.005609790488117508,-0.012559425574047059,0.0,0.10000000000000009,0.2142857142857142,0.0,1.7528571428571418,2.7809999999999997,5.1292857142857144,-0.3204761904761897,0.0,-1,0,0,1.0,-1.033841051188948,-0.02985190302108076,4,0.0,-1.0,-0.5,-1,2.0,-6,0,-0.027456647398843903,10.0,0,1,0,1,1,0,0,0,0,3,0,1,0
2022,1112,1395,1,Train,0.2867647058823529,16.465073529411768,2.529411764705884,18.994485294117652,14.346452205882354,1.6112096999025454,-0.0018382352941176475,-0.0018382352941176475,0.0,0.0888888888888888,-8,18.529688147666075,0.07084036032269214,-0.017465767742557287,-0.0207475187915383,0.04635889138036803,0.08644405849819076,-0.002113640802993741,0.014577880259083575,0.2857142857142857,0.5,0.4285714285714286,0.38095238095238093,10.675714285714283,13.027000000000001,12.480714285714285,12.368095238095238,0.0,0,0,1,-8.0,-7.283537793482546,-0.11031691476318006,2,-3.0,1.0,0.5,1,-1.0,-5,0,0.10924369747899165,-38.25,1,0,1,0,1,0,0,0,0,2,1,0,0
2013,1314,1437,1,Train,0.10321969696969702,8.744318181818187,4.183712121212125,12.928030303030312,4.224185606060605,0.9118755929806941,-0.1259469696969697,-0.1259469696969697,0.0,-0.042780748663101664,-6,5.697751184727133,0.019803468962084292,-0.055651773016045764,0.027962124192849325,-0.24430347082404386,-0.10239577033673133,-3.014230923600869e-05,-0.0061007941763549164,0.1428571428571428,0.10000000000000009,0.1428571428571428,0.09523809523809523,2.895714285714286,0.6269999999999998,2.552142857142857,0.3461904761904764,0.0,1,1,1,-1.0,-1.9525589383605357,-0.03368381710188739,-3,-4.0,1.0,0.16666666666666663,0,-3.0,-2,0,0.054913294797687806,-19.5,0,1,1,0,0,1,0,0,0,1,1,0,0
2005,1211,1403,0,Train,0.1954022988505747,2.156321839080462,0.22643678160919478,2.382758620689657,2.094540229885057,-12.393759968328006,-0.03333333333333333,-0.06666666666666667,-0.03333333333333333,-0.05555555555555558,1,4.054726209004036,0.04239159797855874,0.012194931597860836,0.05184514179358313,0.11741011868612938,0.08774461478079627,-0.02838230394981639,-0.005113537292312946,0.4285714285714286,0.4,0.2857142857142857,0.1428571428571428,18.467142857142857,14.780999999999999,12.057857142857143,5.736190476190475,-0.0,-1,-1,-1,-3.0,-5.519449946872126,-0.07228469778128122,-4,-4.0,-1.0,0.33333333333333337,1,6.0,2,0,0.03951367781155013,-7.333333333333332,0,1,1,0,1,0,0,0,0,2,1,0,0
2019,1125,1396,1,Train,0.11458333333333337,12.02291666666666,3.5104166666666714,15.533333333333331,9.61075,6.772642713077298,0.0,0.0,0.0,-0.0756302521008404,-10,11.699247219140558,0.08030455215223209,0.00026456006309275026,-0.005119653928920054,-0.05085114067191243,0.00730148107608162,-0.03284399009971037,0.019796768072637097,0.1428571428571429,0.19999999999999996,0.3571428571428571,0.1428571428571428,23.312857142857144,19.819,19.975,11.415714285714285,-5.0,0,0,0,0.0,-8.434215397456542,-0.13592099465384844,0,-2.0,1.0,0.5,0,6.0,7,-15,0.03977272727272718,-8.799999999999997,0,1,0,0,0,0,1,0,0,1,1,0,0
2016,1344,1425,1,Train,0.06060606060606066,-6.878787878787875,-5.030303030303017,-11.909090909090907,-1.5012121212121214,-2.4389385993098447,0.030303030303030304,-0.030303030303030304,0.0,0.11428571428571432,-1,-1.8666324530766927,-0.03539029712385455,-0.0019033313377369299,-0.01499734783049056,0.020549971602086825,0.027320391557233703,0.00793958336827931,-0.02205452196968647,0.28571428571428575,0.09999999999999998,0.14285714285714285,0.04761904761904767,8.494285714285715,3.146000000000001,2.8900000000000006,-0.0733333333333337,0.0,0,0,1,1.0,0.321700463029714,-0.008521915754476583,-2,-2.0,0.0,0.0,0,-1.0,2,0,0.0028571428571428914,-1.0,0,1,0,1,0,1,0,0,0,1,1,0,0
2024,1241,1181,0,Test,0.15909090909090906,3.125946969696969,2.0473484848484844,5.1732954545454675,2.158399621212121,-2.1826972865809218,0.06060606060606061,0.09090909090909091,0.030303030303030304,0.1388888888888889,-3,0.2808055208242095,-0.00808124255405318,0.0018710824262501702,-0.0029644066474907027,0.0012997120241953208,-0.0721444009563859,0.027435631281266762,-0.013519073119575772,0.2857142857142857,0.19999999999999996,0.1428571428571429,0.04761904761904756,-0.7914285714285736,0.2919999999999998,2.7471428571428564,0.701428571428572,-4.0,1,1,1,8.0,-6.060575684326476,-0.12146921696666518,-1,-4.0,2.0,1.0,1,3.0,2,0,-0.1246537396121884,51.0,0,0,0,1,0,0,1,0,0,2,1,0,0
2008,1181,1125,1,Train,0.09375,4.8125,-4.96875,-0.15625,8.1696875,1.4114783439191516,-0.0625,-0.09375,-0.03125,-0.09401709401709402,-4,12.762931025419746,0.0066964440247552215,-0.018520215080104402,0.0010741423255177796,0.06654040053359084,0.10546622580067616,0.0007638006968259253,0.029164433440802967,-0.2857142857142857,-0.30000000000000004,-0.1428571428571429,0.0,1.5328571428571438,-1.0810000000000004,-0.5907142857142844,3.0476190476190474,0.0,-1,-1,-2,-13.0,11.988587179844206,0.2167928487687742,0,3.0,-1.0,-0.5,-1,-7.0,4,15,0.4529411764705883,-145.66666666666669,1,0,1,0,1,0,0,0,0,1,1,0,0
2022,1371,1395,0,Train,0.04166666666666663,3.472916666666663,1.2999999999999972,4.772916666666674,2.6623541666666664,0.398513179632614,0.002083333333333333,0.002083333333333333,-0.0,-0.05555555555555558,0,2.65444030271028,-0.013883622329560474,-0.028253872912996525,-0.04478735363580011,-0.008398836747702643,-0.022716495316423353,0.009228831537342774,0.015628776744707487,0.2857142857142857,0.4,0.2142857142857143,0.09523809523809523,3.428571428571429,5.353999999999999,2.642857142857143,2.212380952380953,-0.0,0,-1,-2,-1.0,-4.482150615930929,-0.04646005437039591,1,-0.0,-0.0,-0.0,0,1.0,6,0,0.0056022408963585235,-0.5,0,1,1,0,0,1,0,0,0,1,1,0,0
2017,1173,1455,0,Train,-0.11212121212121207,-5.942424242424238,4.160606060606057,-1.7818181818181813,-10.016212121212122,-2.75022177995071,0.03333333333333333,0.03333333333333333,-0.0,0.038461538461538436,7,-14.406118402501862,-0.00430431154560329,0.016164895769813448,-0.08331848803135955,0.0329264505377056,0.04156034194873881,0.009144770893123141,0.00017126357762048405,-0.1428571428571429,-0.09999999999999998,-0.1428571428571429,-0.1428571428571428,-14.714285714285712,-11.700000000000001,-11.857142857142858,-10.320476190476189,5.0,-1,-2,-1,-3.0,2.405717903617957,0.0619299623847161,4,2.0,-2.0,-1.0,-1,-5.0,-4,0,-0.07571428571428562,21.5,0,1,1,0,0,1,0,0,0,1,1,0,0
2017,1314,1246,1,Train,-0.06506238859180036,-1.6078431372549034,-0.6791443850267456,-2.2869875222816347,-0.4435383244206772,1.936525813914752,0.0008912655971479513,0.0008912655971479513,0.0,-0.16666666666666663,0,-0.7906636915201304,-0.009512305949463506,-0.004109609382398904,0.07469979402183063,-0.09951019276794598,-0.06865347997041707,0.012197550579777436,-0.02515083487580109,-0.1428571428571429,-0.19999999999999996,0.0,-0.04761904761904756,5.467142857142855,0.40000000000000036,3.8571428571428568,2.1904761904761916,0.0,0,0,0,-1.0,3.6541605196843086,0.05977602156359951,1,4.0,-1.0,-0.5,-1,2.0,6,0,-0.0014285714285714457,1.25,0,1,1,0,1,0,0,0,0,4,0,1,0
2025,1397,1459,1,Test,0.2628676470588235,1.329044117647058,-7.626838235294116,-6.297794117647072,6.880863970588234,-2.93364732749553,-0.0625,-0.0625,0.0,0.31060606060606066,1,13.700953780393299,-0.005640177716178307,-0.004341977393391594,0.0007278792853365745,0.039571491965971595,0.12069502773578598,0.02073952897318096,0.03741965809344131,0.2857142857142857,0.20000000000000007,0.1428571428571429,0.09523809523809523,-4.467142857142856,-2.4270000000000005,-1.3378571428571435,-1.770952380952382,0.0,0,0,0,-13.0,11.929508366996108,0.17456976910872662,6,13.0,0.0,-0.33333333333333337,-1,-6.0,7,11,0.33195592286501374,-120.25,1,0,1,0,1,0,0,0,0,1,1,0,0
2018,1403,1372,1,Train,-0.07272727272727275,-2.924242424242422,-3.703030303030303,-6.627272727272725,-0.8013030303030302,1.692765688563318,0.06060606060606061,0.06060606060606061,0.0,-0.016042780748663055,6,1.8556137591888326,-0.004529733149560844,-0.022176058838616453,0.0058693023474085115,0.0022224429933185297,0.1287193968768668,-0.02258095034903916,0.02101065151748318,-0.42857142857142855,-0.30000000000000004,-0.1428571428571428,-0.09523809523809523,-15.03857142857143,-12.626999999999999,-9.733571428571429,-6.653809523809524,0.0,0,0,0,-11.0,13.041494830808208,0.22978963832690186,-3,6.0,-1.0,-0.5,-1,1.0,0,2,0.29714285714285715,-111.0,1,0,1,0,1,0,0,0,0,1,1,0,0
2003,1354,1328,0,Train,-0.13333333333333341,1.6333333333333258,11.100000000000001,12.73333333333332,-6.792666666666666,0.9425615571574699,-0.06666666666666668,-0.06666666666666668,-0.0,-0.09523809523809523,2,-14.02681062837741,-0.004149493913139013,0.07330625754716835,0.03378678884561409,0.15228131652102528,0.07190375880404759,0.0035949649549584656,-0.018397279838621113,0.1428571428571428,-0.0,-0.0,-0.0,2.208571428571428,-0.8000000000000007,-3.3900000000000006,-2.025714285714285,-0.0,0,0,1,15.0,-13.309322029508055,-0.2111762295299559,-1,-5.0,-0.0,-0.0,0,1.0,-1,0,-0.6840490797546013,225.33333333333334,0,0,0,1,0,0,1,0,0,1,1,0,0
2015,1417,1211,0,Train,-0.33333333333333337,-6.212121212121218,6.939393939393938,0.7272727272727195,-13.672424242424245,4.925151986132102,-0.0,0.030303030303030304,0.030303030303030304,-0.0,8,-21.508485164889258,-0.09169977522972778,0.007403263100933172,0.002396561433766542,-0.024016057401900937,-0.04032387992902015,0.0071031367981496535,0.0038843432320069815,-0.1428571428571428,-0.20000000000000007,-0.2857142857142857,-0.38095238095238093,-2.6757142857142844,-5.673000000000001,-9.129285714285714,-13.263809523809522,-0.0,-1,-1,-2,9.0,5.440473907192105,0.09900549757201232,2,2.0,-1.0,-0.5,-1,-3.0,-14,0,-0.0971428571428572,31.000000000000004,0,0,0,1,0,0,1,0,0,3,0,1,0
2011,1393,1232,1,Train,0.19412878787878785,7.762310606060609,-1.4479166666666643,6.314393939393938,7.289375000000001,4.602744194705574,-0.0018939393939393923,-0.06439393939393939,-0.03125,0.09999999999999998,1,13.354080692160766,0.03713841030492471,-0.02872993862707246,0.059476816315803815,-0.023495764060388558,0.13242913014288193,0.040535567787783375,0.0379528371420534,0.0,0.10000000000000009,0.0,0.04761904761904767,7.351428571428572,8.745999999999999,4.747142857142858,5.666666666666666,0.0,0,-1,-1,-11.0,5.51192201009153,0.07715308985134939,6,10.0,-1.0,-0.5,-1,-5.0,26,0,0.27470930232558133,-94.75,1,0,1,0,1,0,0,0,0,1,1,0,0
2025,1120,1277,1,Test,0.030303030303030276,5.696969696969688,2.3636363636363598,8.060606060606062,3.6806060606060615,3.3759349217318277,0.0,0.0,0.0,-0.006493506493506551,-3,4.298519842904128,0.045740486468165864,-0.022481202813672288,-0.010975986511430835,-0.04436403092943364,-0.10848986111471653,0.02128530693724298,0.02487727757257191,-0.2857142857142857,-0.20000000000000007,0.0,0.0,-3.208571428571429,-2.1000000000000014,0.3764285714285709,1.1647619047619049,0.0,-1,-1,0,-1.0,2.9287905425271425,0.05144143103736809,-2,6.0,0.0,0.0,0,0.0,-19,0,0.01377410468319551,-5.75,0,1,1,0,1,0,0,0,0,4,0,1,0
2011,1103,1323,0,Train,-0.1654411764705882,-6.029411764705884,0.6985294117647101,-5.330882352941188,-5.632499999999999,-1.5952632322143145,0.02389705882352941,0.02205882352941177,-0.0018382352941176475,-0.2887700534759359,6,-10.253772438206637,-0.03883222503496242,0.013870810179923615,-0.05614999404454907,-0.14078621601084607,-0.26297227484841745,0.024420783514846084,-0.006570461879618336,-0.1428571428571428,-0.09999999999999998,-0.0714285714285714,-0.1428571428571429,-11.312857142857144,-6.218999999999998,-1.156428571428572,-4.0823809523809516,-0.0,1,1,1,13.0,-9.883995630020554,-0.16490294537853328,-4,-10.0,2.0,0.5,1,-1.0,-4,0,-0.3168604651162791,109.25,0,0,0,1,0,0,1,0,0,1,1,0,0
2005,1305,1228,0,Train,-0.17659352142110762,-7.87251828631139,2.396029258098217,-5.476489028213166,-9.819487983281087,3.096986139362768,0.004179728317659351,0.004179728317659351,-0.0,0.125,2,-15.439285289178693,-0.07459164732216106,0.04036946701292818,0.021615517561797193,0.1648815298907883,0.1863962640094813,-0.0167589083238701,0.02561704452752501,0.1428571428571429,0.09999999999999998,-0.0,-0.04761904761904756,-8.285714285714285,-4.6,-5.2142857142857135,-6.666666666666668,4.0,-1,-1,0,8.0,-2.6098043065744685,-0.04920143839861735,-1,-3.0,-2.0,-1.0,-1,3.0,-1,0,-0.13981762917933127,48.66666666666667,0,0,0,1,0,1,0,0,0,2,1,0,0
2013,1322,1196,0,Train,-0.08417508417508412,6.326599326599322,18.747474747474747,25.07407407407409,-10.838855218855219,-1.696063848156646,-0.0,-0.0,-0.0,0.2777777777777778,3,-21.67730062823448,-0.06676798976233556,0.006978426861230347,0.011300435408691523,0.11180302113691731,0.006655389535394798,0.01447942698338446,0.009079980878686486,-0.0,0.10000000000000009,0.1428571428571428,-0.04761904761904767,-4.5442857142857145,-5.327,-2.557857142857145,-9.631904761904762,-0.0,-1,-1,0,11.0,-8.826590090525677,-0.14739358256592366,-4,-2.0,-1.0,0.33333333333333337,1,1.0,-3,0,-0.3786127167630057,135.0,0,0,0,1,0,0,1,0,0,1,1,0,0
2010,1396,1165,0,Train,-0.009127789046653123,-10.231237322515213,-8.404665314401619,-18.635902636916825,-3.1806186612576077,1.1812343991231167,-0.010141987829614604,-0.010141987829614604,-0.0,0.09523809523809523,5,-1.3147026818510579,-0.06894321977091034,-0.01953012845120508,0.0065341550670864335,-0.008072379329526869,0.12412912549660436,-0.03294843142197541,-0.008685183667080897,0.1428571428571429,-0.0,-0.07142857142857151,-0.04761904761904767,1.362857142857143,-1.3539999999999992,-4.681428571428572,-4.368095238095238,-0.0,1,1,0,-7.0,6.132511228072077,0.11102064564928305,6,2.0,3.0,0.5,1,-4.0,-6,0,0.12861271676300579,-42.25,0,0,1,0,0,1,0,0,1,1,1,0,0
2004,1301,1435,0,Train,-0.010344827586206806,-0.4885057471264389,0.47356321839080806,-0.014942528735616634,-0.6130000000000004,-2.7284374375865728,0.0011494252873563218,0.0011494252873563218,-0.0,0.00512820512820511,2,-1.0366462985238236,0.016606371225876493,0.018405774359085414,-0.0227588461687645,0.0012673803695134045,0.008011470581819995,-0.008491035359526736,-0.016396932946304586,-0.1428571428571429,-0.0,0.1428571428571429,0.09523809523809523,-2.8957142857142855,-1.373000000000001,1.3764285714285713,0.4414285714285713,-0.0,-1,0,-1,-3.0,1.951774030811893,0.0072716289066210305,-3,-0.0,-1.0,-0.16666666666666663,0,-0.0,3,0,0.04615384615384621,-15.666666666666668,0,1,1,0,1,0,0,0,0,2,1,0,0
2005,1334,1449,0,Train,0.05784204671857618,-13.812013348164626,-9.867630700778648,-23.67964404894329,-3.192280311457173,-5.463932013376388,-0.030033370411568408,0.004449388209121247,0.034482758620689655,0.16666666666666674,-3,-2.419395121552835,0.021666678750286383,0.024540581725640415,-0.07123032241316124,0.0709865231289844,0.2526831441508032,-0.03279854282709062,0.01591845007560569,0.1428571428571429,0.19999999999999996,0.2142857142857143,0.19047619047619047,0.1814285714285706,4.880999999999999,3.5192857142857115,-1.2252380952380957,-0.0,-1,-1,-1,7.0,-3.6868554992629834,-0.11855692886467828,0,-2.0,-1.0,-0.5,-1,-0.0,14,0,-0.09118541033434646,36.66666666666667,0,0,0,1,0,1,0,0,0,2,1,0,0
2018,1243,1246,1,Train,-0.03921568627450989,-4.371657754010698,-2.4153297682709507,-6.786987522281635,-1.8235472370766486,4.152734776956299,0.0008912655971479513,0.0008912655971479513,0.0,-0.04166666666666663,-2,-2.4709694357466807,0.012765178038977809,-0.006156155177670125,-0.08654641905336846,-0.09871872742727705,-0.14513852541251068,0.03587937602559574,-0.02426840557857942,-0.1428571428571428,0.0,0.0,0.0,-7.609999999999999,-8.427,-7.552142857142856,-4.307619047619047,0.0,0,0,-1,4.0,2.738018978568129,0.03291018797422962,-4,-1.0,-1.0,-0.5,-1,2.0,-3,0,-0.0842857142857143,29.5,0,0,0,1,0,1,0,0,0,3,0,1,0
2013,1266,1393,0,Train,-0.0009216589861751334,-2.3428571428571416,2.656221198156679,0.3133640552995587,-4.44984331797235,-2.558914619431704,0.07188940092165899,0.07188940092165899,-0.0,0.17004048582995945,6,-6.295253234374936,0.0166536920520855,0.02301932113503563,-0.01709124666892664,0.06587429333337125,0.10627427502408379,-0.03116247550802473,-0.03962058432001651,0.2857142857142857,0.20000000000000007,0.1428571428571429,0.09523809523809523,6.104285714285714,5.519,2.870714285714287,-0.17761904761904823,4.0,-2,-2,-2,-1.0,0.4496609453124947,6.583278472682697e-05,0,-0.0,-3.0,-0.75,0,2.0,-24,0,-0.027456647398843903,8.25,0,1,1,0,1,0,0,0,0,4,0,1,0
